45,-58,27
46,-65,26
51,-53,26
56,-50,23
52,-41,14
58,-46,9
38,-51,53
51,-39,19
60,-48,28
59,-44,15
57,-38,23
56,-53,-1
46,-57,15
44,-48,17
51,-38,28
60,-39,11
56,-53,14
60,-52,32
56,-62,44
44,-52,45
53,-42,42
52,-50,15
55,-7,12
46,-47,26
44,-68,15
67,-43,9
39,-60,19
57,-64,21
60,-57,9
50,-48,48
47,-70,41
48,-66,6
59,-38,-1
42,-52,23
41,-62,27
47,-55,35
42,-54,14
39,-58,33
43,-70,38
30,-80,35
43,-78,18
61,-55,22
70,-41,13
59,-48,36
45,-65,34
39,-50,42
47,-64,48
64,-36,36
52,-59,17
